hospital,imagen_idx,y_true,y_pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
Hospital_1,0,5,5,0.000449,0.005458,0.0,2.2e-05,0.009919,0.984152
Hospital_1,1,3,3,3e-06,0.0,0.0,0.998431,0.001566,0.0
Hospital_1,2,0,0,0.977916,2.3e-05,0.019642,0.00021,0.002065,0.000144
Hospital_1,3,2,2,0.003761,0.0,0.996225,3e-06,1.1e-05,0.0
Hospital_1,4,2,2,0.019695,0.0,0.980158,5.7e-05,8.9e-05,1e-06
Hospital_1,5,2,2,0.001799,0.0,0.998178,3e-06,2e-05,0.0
Hospital_1,6,5,5,0.000398,0.003696,0.0,0.002766,0.003902,0.989238
Hospital_1,7,2,2,0.009072,0.0,0.990872,4e-06,5.2e-05,0.0
Hospital_1,8,2,2,0.007077,0.0,0.992734,0.000112,7.6e-05,1e-06
Hospital_1,9,5,5,0.001044,4.2e-05,0.0,0.001815,0.051296,0.945803
Hospital_1,10,3,3,1e-06,0.0,0.001129,0.995297,0.003573,0.0
Hospital_1,11,2,2,0.002862,0.0,0.99711,1.1e-05,1.7e-05,0.0
Hospital_1,12,5,5,8.7e-05,8.4e-05,0.0,0.00049,0.00405,0.995288
Hospital_1,13,3,3,0.0,0.0,1e-06,0.999828,0.000171,0.0
Hospital_1,14,3,3,0.0,0.0,1e-06,0.999755,0.000244,0.0
Hospital_1,15,2,2,0.002818,0.0,0.997108,3.4e-05,4e-05,0.0
Hospital_1,16,3,3,0.0,0.0,0.0,0.991401,0.008599,0.0
Hospital_1,17,3,3,0.0,0.0,8e-06,0.999089,0.000903,0.0
Hospital_1,18,0,0,0.965376,6.9e-05,0.021447,0.000918,0.010489,0.001701
Hospital_1,19,3,3,1e-06,0.0,4e-06,0.999709,0.000286,0.0
Hospital_1,20,5,5,0.000683,0.000193,0.0,4.2e-05,0.19779,0.801292
Hospital_1,21,2,2,0.015029,0.0,0.984434,0.00014,0.000396,1e-06
Hospital_1,22,2,2,0.00507,0.0,0.994866,1.3e-05,5.1e-05,1e-06
Hospital_1,23,3,3,0.0,0.0,1e-06,0.999737,0.000262,0.0
Hospital_1,24,2,2,0.007388,0.0,0.992498,4.6e-05,6.8e-05,0.0
Hospital_1,25,1,1,6.5e-05,0.997865,0.0,1e-06,6.3e-05,0.002006
Hospital_1,26,2,2,0.014311,0.0,0.98556,5.2e-05,7.5e-05,1e-06
Hospital_1,27,3,3,2e-06,0.0,0.0,0.996542,0.003457,0.0
Hospital_1,28,2,2,0.006641,0.0,0.993306,1.5e-05,3.9e-05,0.0
Hospital_1,29,2,2,0.005089,0.0,0.994861,1.2e-05,3.7e-05,0.0
Hospital_1,30,3,3,1e-06,0.0,1.5e-05,0.999284,0.0007,0.0
Hospital_1,31,3,3,0.0,0.0,1e-06,0.999956,4.3e-05,0.0
Hospital_1,32,3,3,1e-06,0.0,7e-06,0.990124,0.009868,0.0
Hospital_1,33,3,3,8e-06,0.0,0.000349,0.997494,0.00215,0.0
Hospital_1,34,2,2,0.017342,0.0,0.982439,5.6e-05,0.00016,3e-06
Hospital_1,35,3,3,2e-06,0.0,6e-06,0.997446,0.002546,0.0
Hospital_1,36,2,2,0.004634,0.0,0.995299,3.1e-05,3.6e-05,0.0
Hospital_1,37,3,3,1.1e-05,0.0,1.2e-05,0.986458,0.013519,0.0
Hospital_1,38,2,2,0.001539,0.0,0.998428,1.6e-05,1.7e-05,0.0
Hospital_1,39,2,2,0.00328,0.0,0.996634,5.2e-05,3.4e-05,0.0
Hospital_1,40,3,3,4e-06,0.0,5.1e-05,0.999529,0.000416,0.0
Hospital_1,41,2,2,0.025449,0.0,0.974372,6.9e-05,0.000109,1e-06
Hospital_1,42,2,2,0.0048,0.0,0.995172,8e-06,2e-05,0.0
Hospital_1,43,2,2,0.008425,0.0,0.991458,5.2e-05,6.4e-05,0.0
Hospital_1,44,2,2,0.002126,0.0,0.997839,1.7e-05,1.7e-05,0.0
Hospital_1,45,5,5,0.000143,0.000252,0.0,0.000529,0.004361,0.994716
Hospital_1,46,3,3,2e-06,0.0,3e-06,0.974635,0.02536,0.0
Hospital_1,47,3,3,0.0,0.0,0.0,0.999798,0.000202,0.0
Hospital_1,48,3,3,2e-06,0.0,7e-06,0.998717,0.001274,0.0
Hospital_1,49,2,2,0.010961,0.0,0.98887,4.5e-05,0.00012,4e-06
Hospital_1,50,3,3,1e-06,0.0,0.0,0.999113,0.000886,0.0
Hospital_1,51,3,3,0.0,0.0,3e-06,0.999936,6.1e-05,0.0
Hospital_1,52,3,3,5e-06,0.0,1e-06,0.997707,0.002288,0.0
Hospital_1,53,3,3,2e-06,0.0,1.1e-05,0.999292,0.000696,0.0
Hospital_1,54,3,3,1e-06,0.0,4.6e-05,0.994287,0.005666,0.0
Hospital_1,55,5,5,7.8e-05,0.000129,0.0,3e-06,0.008071,0.99172
Hospital_1,56,3,3,0.0,0.0,0.0,0.998867,0.001132,0.0
Hospital_1,57,3,3,4e-06,0.0,1.1e-05,0.999253,0.000732,0.0
